ID,Label,Latitude,Longitude,Elevation,Capacity
3127,9 St & 44 Rd,40.74966,-73.9521,8.92613651,35
3881,12 Ave & W 125 St,40.818298999999996,-73.96040500000001,41.17,39
3828,Eldert St & Bushwick Ave,40.68652,-73.91320999999999,74.32,22
490,8 Ave & W 33 St,40.751551,-73.993934,33.65459999,66
297,E 15 St & 3 Ave,40.734232,-73.986923,176.78,77
3130,21 St & Queens Plaza North,40.75325964,-73.94335788,15.22540887,30
383,Greenwich Ave & Charles St,40.735238,-74.000271,21.72169999,39
3514,Astoria Park S & Shore Blvd,40.7767,-73.927631,17.69532082,23
3372,E 74 St & 1 Ave,40.7689738,-73.95482273,107.69,39
515,W 43 St & 10 Ave,40.76009437,-73.99461843,81.96,79
3259,9 Ave & W 28 St,40.74937024193277,-73.99923384189607,23.4350384003,27
435,W 21 St & 6 Ave,40.74173969,-73.99415556,35.41373342,50
3583,Eastern Pkwy & Washington Ave,40.6716493,-73.9631145,155.72241205,31
4000,Lenox Ave & W 144 St,40.819783,-73.936521,11.12549999,22
4044,8 Ave & W 38 St,40.75461,-73.99176999999999,33.0,49
4002,W 144 St & Adam Clayton Powell Blvd,40.820877,-73.939249,30.19193426,24
3761,Cedar St & Myrtle Ave,40.697842,-73.926241,44.82099999,27
3921,Willis Ave & Bruckner Blvd,40.805701,-73.925177,46.95351365689999,19
342,Columbia St & Rivington St,40.71739973,-73.98016555,12.94147742,29
445,E 10 St & Avenue A,40.72740794,-73.98142006,64.65,80
3502,Lexington Ave & E 111 St,40.79541210000001,-73.9441232,15.64010344,29
3318,2 Ave & E 96 St,40.7839636,-73.94716729999999,12.72339189,39
3409,Bergen St & Smith St,40.686744299999994,-73.99063168,21.608615399999998,48
3393,Richards St & Delavan St,40.67943270000001,-74.00785041,6.18279999,19
3397,Court St & Nelson St,40.6763947,-73.99869893,31.66479999,25
465,Broadway & W 41 St,40.75513557,-73.98658032,55.47139999,39
360,William St & Pine St,40.70717936,-74.00887308,27.69283593,39
3809,W 55 St & 6 Ave,40.763189000000004,-73.978434,61.91078008,53
526,E 33 St & 5 Ave,40.74765947,-73.98490707,46.35891013,40
3382,Carroll St & Smith St,40.680611,-73.99475825,49.23489999,31
385,E 55 St & 2 Ave,40.75797322,-73.96603308,42.3046,29
3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,39.01,28
3870,Melrose St & Broadway,40.697480999999996,-73.935877,64.3971,20
448,W 37 St & 10 Ave,40.75660359,-73.9979009,39.938123499999996,27
499,Broadway & W 60 St,40.76915505,-73.98191841,80.56335,36
3770,Central Ave & Flushing Ave,40.702831,-73.9333,27.4566,21
347,Greenwich St & W Houston St,40.728846000000004,-74.00859100000001,10.67697095,54
3167,Amsterdam Ave & W 73 St,40.779668090073116,-73.98093044757842,73.69921065,55
3963,Melrose Ave & E 150 St,40.816827,-73.917338,36.6805,31
259,South St & Whitehall St,40.70122128,-74.01234218,7.47758047,39
3319,14 St & 5 Ave,40.666287,-73.98895053,98.77,21
3641,Broadway & W 25 St,40.74286877312112,-73.98918628692627,41.37260564,54
3538,W 110 St & Amsterdam Ave,40.802692,-73.96295,98.46817987,45
3774,Knickerbocker Ave & George St,40.704425,-73.92836,24.79459999,23
349,Rivington St & Ridge St,40.71850211,-73.98329859,21.32453893,61
3953,W 147 St & Adam Clayton Powell Blvd,40.82281,-73.937413,21.5524,25
3584,Eastern Pkwy & Franklin Ave,40.670776700000005,-73.9576801,134.64177616,42
3531,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,30.4099056098,27
3534,Frederick Douglass Blvd & W 117 St,40.805159,-73.95469200000001,37.0745,39
4041,Adam Clayton Powell Blvd & W 151 St,40.825289,-73.93623199999999,15.34089999,18
4009,Riverside Dr & W 145 St,40.827304999999996,-73.951989,80.81220102,35
3395,Henry St & W 9 St,40.6763744,-74.00324957,11.1844571,19
3582,Lincoln Pl & Classon Ave,40.672168299999996,-73.9609,140.37089999,28
3648,Flushing Ave & Vanderbilt Ave,40.69795031569544,-73.97077560424805,10.03374702,25
509,9 Ave & W 22 St,40.7454973,-74.00197139,14.45114887,61
3376,E 65 St & 2 Ave,40.76471851944339,-73.96222069859505,60.61173918,39
3042,Fulton St & Utica Ave,40.6794268,-73.92989109999999,55.42025623,19
311,Norfolk St & Broome St,40.7172274,-73.98802084,33.703027292899996,31
3877,Madison St & Forest Ave,40.70555,-73.90245,109.84807884,25
239,Willoughby St & Fleet St,40.69196566,-73.9813018,40.15115609,31
3821,Evergreen Ave & Noll St,40.70106,-73.93318000000001,53.1850945613,25
229,Great Jones St,40.72743423,-73.99379025,40.00290476,23
302,Avenue D & E 3 St,40.72082834,-73.97793172,10.05876712,37
3600,31 Ave & Steinway St,40.761148799999994,-73.9170071,97.15,27
3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,14.76115298,34
483,E 12 St & 3 Ave,40.73223272,-73.98889957,108.54,34
3924,Lincoln Ave & E 138 St,40.810893,-73.927311,14.72749999,25
353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,68.26579999,27
3246,Montague St & Clinton St,40.694281141397326,-73.99230033159256,79.9961,39
328,Watts St & Greenwich St,40.72405549,-74.00965965,95.81,35
458,11 Ave & W 27 St,40.751396,-74.00522600000001,9.4462,31
3486,Schermerhorn St & Bond St,40.68841742754083,-73.98451656103134,45.66464334,30
501,FDR Drive & E 35 St,40.744219,-73.97121214,30.51149999,83
4017,E 138 St & 5 Av,40.81449,-73.936153,10.77870245,22
258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,125.55,23
4034,Hamilton Pl & W 138 St,40.821728,-73.952761,106.20669999,27
3508,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,27.33323284,31
3398,Smith St & 9 St,40.67469570000001,-73.99785768,12.785,23
3147,E 85 St & 3 Ave,40.77801203,-73.95407149,75.87285432,39
546,E 30 St & Park Ave S,40.74444921,-73.98303529,40.65598417,45
3844,Myrtle Ave & Linden St,40.69943,-73.91337,57.34934747,25
3074,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,56.23,42
3861,Menahan St & Wyckoff Ave,40.70113,-73.91422,78.29,20
3491,E 118 St & 1 Ave,40.797470000000004,-73.93504,9.1724683,24
257,Lispenard St & Broadway,40.71939226,-74.00247214,65.23,39
320,Leonard St & Church St,40.717571,-74.005549,21.83261173,39
3327,3 Ave & E 100 St,40.787721399999995,-73.94728331,20.18409999,27
3616,Steinway St & 28 Ave,40.7656251,-73.9136695,100.9,25
3815,E 51 St & 2 Ave,40.755293,-73.967641,32.90770441,41
3868,Knickerbocker Ave & Halsey St,40.693000000000005,-73.90824,67.10659999,19
341,Stanton St & Mangin St,40.71782143,-73.97628939,6.34272723,19
3360,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,76.26188256,30
3944,Convent Ave & W 135 St,40.818215,-73.950988,114.21049271,30
252,MacDougal St & Washington Sq,40.73226398,-73.99852205,21.09219999,33
3236,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643187,26.0,33
3671,E 81 St & 2 Ave,40.77477944895728,-73.95427465438844,105.49,37
393,E 5 St & Avenue C,40.72299208,-73.97995466,10.71403543,37
241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,53.48814023,23
3128,21 St & 43 Ave,40.75052534,-73.94594845,50.54,27
3603,31 Ave & 30 St,40.7647,-73.9240312,95.48,21
3515,24 Ave & 26 St,40.774591,-73.918544,30.61,7
316,Fulton St & William St,40.70955958,-74.00653609,30.9097,43
3612,30 Ave & 21 St,40.77037429999999,-73.9286078,12.35506098,15
157,Henry St & Atlantic Ave,40.69089272,-73.99612349,96.25552665,23
3597,43 St & Broadway,40.7577284,-73.9166368,48.99,25
3724,7 Ave & Central Park South,40.7667405590595,-73.9790689945221,76.97694887,39
340,Madison St & Clinton St,40.71269042,-73.98776323,20.2899777973,27
3975,Brook Ave & E 157 St,40.820713,-73.911759,30.1784,21
3053,Marcy Ave & Lafayette Ave,40.6900815,-73.94791500000001,44.85202611,23
3771,McKibbin St & Bogart St,40.706237,-73.933871,16.6911645,30
3312,1 Ave & E 94 St,40.78172120000001,-73.94594000000001,10.88450138,39
331,Pike St & Monroe St,40.71173107,-73.99193043,21.55294903,27
3059,Pulaski St & Marcus Garvey Blvd,40.693398200000004,-73.939877,56.23726753,19
3338,2 Ave & E 99 St,40.786258600000004,-73.94552579,11.4667,31
3873,Madison St & Cypress Ave,40.70068,-73.90742,71.28754147,17
3389,Carroll St & Columbia St,40.6830456,-74.00348559,14.598014000000001,28
3520,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475,29.464375899999997,27
3285,W 87 St & Amsterdam Ave,40.78839,-73.9747,91.89370903,43
492,W 33 St & 7 Ave,40.75019995,-73.99093085,39.0,68
270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,60.52658362,23
3071,Boerum St & Broadway,40.70538077,-73.94976519,13.001,19
477,W 41 St & 8 Ave,40.75640548,-73.9900262,46.56956107,71
3243,E 58 St & 1 Ave (NE Corner),40.75892386377695,-73.96226227283478,96.27,29
3967,W 146 St & Broadway,40.826969,-73.949738,111.13555590000001,30
3340,Wolcott St & Dwight St,40.6753274,-74.0100698,7.04679999,21
3558,Bergen St & Vanderbilt Ave,40.6794388,-73.96804379999999,121.76,27
3926,5 Ave & W 131 St,40.810140000000004,-73.93973000000001,20.87149999,20
3379,E 103 St & Lexington Ave,40.790305100000005,-73.94755757,16.15562371,35
3798,W 40 St & 5 Ave,40.752269,-73.982079,74.9843917,55
3795,10 St & 2 Ave,40.671907,-73.993612,77.28922394,19
3339,Berkeley Pl & 6 Ave,40.6765304,-73.97846879,99.3,23
471,Grand St & Havemeyer St,40.71286844,-73.95698119,24.426690100000002,31
119,Park Ave & St Edwards St,40.69608941,-73.97803415,15.69693751,53
3159,W 67 St & Broadway,40.77492513,-73.98266566,109.52,31
3714,Division Ave & Hooper St,40.70684203101325,-73.9544353965357,35.21440916,61
3506,Lexington Ave & E 120 St,40.8013066,-73.93981670000001,20.649054100000004,29
3536,W 116 St & Broadway,40.8082,-73.9641,130.9893,43
3047,Halsey St & Tompkins Ave,40.682368700000005,-73.944118,59.61579999,21
3811,27 Ave & 3 St,40.77485,-73.9342,12.62,19
388,W 26 St & 10 Ave,40.749717753,-74.002950346,11.89592238,35
278,Concord St & Bridge St,40.69766564,-73.98476437,80.36,19
195,Liberty St & Broadway,40.70905623,-74.01043382,30.99499999,30
519,Pershing Square North,40.751872999999996,-73.97770600000001,57.1601,69
400,Pitt St & Stanton St,40.71926081,-73.98178024,18.32875818,15
459,W 20 St & 11 Ave,40.746745000000004,-74.007756,7.0997,30
3563,28 St & 36 Ave,40.757186,-73.93271899999999,37.40565212,29
3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,144.92,35
3848,Suydam St & Broadway,40.695440000000005,-73.93223,59.9425,32
3837,Broadway & Kosciuszko St,40.693290000000005,-73.92851999999999,55.6423,29
3820,Willoughby Ave & Myrtle Ave,40.69757,-73.93098,61.67471712,19
3310,14 St & 7 Ave,40.663779,-73.98396846,176.21,24
3768,Waterbury St & Stagg St,40.710190000000004,-73.93734,29.41502471,23
3830,Halsey St & Evergreen Ave,40.68858,-73.91226999999999,35.2409,22
3526,31 St & 23 Ave,40.7747878,-73.91255509999999,119.24137135,27
3994,2 Ave & E 125 St,40.802554,-73.933509,13.771672199999998,30
3622,E 128 St & Madison Ave,40.807559999999995,-73.93918199999999,21.74276373,23
3335,Union St & 4 Ave,40.6772744,-73.98282002,34.87563638,28
3061,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,43.98456148,21
3951,E 141 St & St Ann's Ave,40.808633,-73.916124,23.8254,19
3569,Franklin Ave & St Marks Ave,40.6758324,-73.95616770000001,98.59919999,29
150,E 2 St & Avenue C,40.720873600000004,-73.98085795,79.17,55
3410,Dean St & Hoyt St,40.686444200000004,-73.98759104,67.28,77
3827,Halsey St & Broadway,40.68565,-73.91564,45.4026,20
3927,Lenox Ave & W 133 St,40.81296,-73.941878,21.82116857,27
4024,Macombs Pl & W 152 St,40.826406,-73.93794799999999,23.99074702,33
3317,10 St & 5 Ave,40.6686273,-73.98700053,67.69109999,24
417,Barclay St & Church St,40.71291224,-74.01020234,16.631788500000003,25
3898,E 63 St & 3 Ave,40.763954,-73.9646,61.816,57
3539,W 116 St & Amsterdam Ave,40.8067581,-73.9607082,139.20750267,43
3115,India St & Manhattan Ave,40.73232194,-73.9550858,51.61,50
3869,Van Buren St & Broadway,40.692,-73.92617,54.1043,24
3602,31 Ave & 34 St,40.763154,-73.920827,99.97,23
3923,Lincoln Ave & E 134 St,40.808484,-73.928803,10.55249826,17
3890,Grove St & Broadway,40.69047,-73.923511,52.98759999,31
3980,Amsterdam Ave & W 152 St,40.829522999999995,-73.94427900000001,131.19999999,20
3137,5 Ave & E 73 St,40.77282817,-73.96685276,71.68492546,31
545,E 23 St & 1 Ave,40.736502,-73.97809472,10.33026553,27
3336,E 97 St & Madison Ave,40.787801,-73.953559,67.60689231,41
3348,Coffey St & Conover St,40.677236,-74.015665,13.72004121,19
3576,Park Pl & Vanderbilt Ave,40.6767,-73.969024,169.64,27
3068,Humboldt St & Varet St,40.7031724,-73.940636,21.57399999,42
3693,N 11 St & Kent Ave,40.72248188638219,-73.95921930670737,14.44668201,27
363,West Thames St,40.70834698,-74.01713445,11.96619999,3
390,Duffield St & Willoughby St,40.69221589,-73.9842844,45.24409999,31
3586,34 Ave & 13 St,40.763875299999995,-73.9364848,13.35025547,19
72,W 52 St & 11 Ave,40.76727216,-73.99392888,25.70662442,55
3831,Broadway & Hancock St,40.68663,-73.9168,45.75139999,35
3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,108.44999999,25
83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,45.47354961,62
3495,E 114 St & 1 Ave,40.79456629999999,-73.9362541,9.29489008,14
528,2 Ave & E 31 St,40.74290902,-73.97706058,29.47359999,39
3840,Putnam Ave & Wyckoff Ave,40.69811,-73.90904,62.94890246,24
325,E 19 St & 3 Ave,40.73624527,-73.98473765,26.79851546,35
143,Clinton St & Joralemon St,40.69239502,-73.99337909,102.75,24
3759,Irving Ave & Jefferson St,40.70538,-73.92535,24.62155748,19
3416,7 Ave & Park Pl,40.67761470000001,-73.97324283,89.7038,25
3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,138.7458,30
3789,Fulton St & Irving Pl,40.68186,-73.95943199999999,64.8497,31
3112,Milton St & Franklin St,40.72906,-73.95779,15.927157999999999,33
3469,India St & West St,40.73181401720966,-73.95995020866394,9.85049196,23
3150,E 85 St & York Ave,40.77536905,-73.94803392,113.13,47
3816,Metropolitan Ave & Vandervoort Ave,40.714290000000005,-73.93323000000001,7.77,24
274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,47.7342,31
3421,Hoyt St & Warren St,40.6843549,-73.98901629,12.46295906,23
3785,W 42 St & 6 Ave,40.75492,-73.98455,60.19294892,37
4012,W 148 St & Amsterdam Ave,40.827075,-73.945909,159.82,23
3440,Fulton St & Adams St,40.692418292578466,-73.98949474096298,56.1545,47
4014,Riverside Dr & W 148 St,40.829114000000004,-73.95042600000001,75.71937159999999,22
3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,13.84023204,45
4036,Motorgate,40.7639089,-73.9477213,42.20554034,36
82,St James Pl & Pearl St,40.71117416,-74.00016545,15.314589999999999,27
3580,St Johns Pl & Washington Ave,40.6737236,-73.9631611,184.41,30
3387,E 106 St & Madison Ave,40.79343370000001,-73.94945003,15.11655573,25
3955,St Mary's St & Jackson Ave,40.808890999999996,-73.91081,36.41795229,19
367,E 53 St & Lexington Ave,40.75828065,-73.97069431,41.51377914,43
3232,Bond St & Fulton St,40.68962188790333,-73.98304268717766,40.1809,47
315,South St & Gouverneur Ln,40.70355377,-74.00670227,31.1837005,29
3528,Steinway St & 23 Ave,40.771393700000004,-73.9077436,56.53236727,21
3070,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,78.59775445,23
3346,Berkeley Pl & 7 Ave,40.675146838709786,-73.9752320945263,136.92,29
3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,103.72,24
3492,E 118 St & Park Ave,40.8005385,-73.9419949,26.21006689,27
281,Grand Army Plaza & Central Park S,40.764397100000004,-73.97371465,49.61419999,66
3049,Cambridge Pl & Gates Ave,40.68488,-73.96304,66.48888238,18
3118,McGuinness Blvd & Eagle St,40.73555,-73.95284000000001,9.0656,42
3772,Devoe St & Morgan Ave,40.713811,-73.93515,14.79029999,19
3818,Calyer St & Jewel St,40.72984,-73.94839,10.258,40
3377,Carroll St & Bond St,40.6786115,-73.99037292,9.7446,25
323,Lawrence St & Willoughby St,40.69236178,-73.98631746,42.59549999,39
3554,Vernon Blvd & 41 Rd,40.7552433,-73.94856779999999,12.87264779,27
3085,Roebling St & N 4 St,40.714690000000004,-73.95739,22.51339565,25
3414,Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923,99.14,33
3879,Broadway & Madison St,40.68822,-73.91966,51.98279999,25
3895,Cypress Ave & Palmetto St,40.70157340873792,-73.90876293182373,74.4489,25
3942,Broadway & W 133 St,40.8190344,-73.95615600000001,67.97101984,21
3920,E 132 St & Madison Ave,40.810224,-73.93719499999999,15.40093417,19
364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,67.89442768,6
3859,Lorimer St & Calyer St,40.72795,-73.95414,19.75089999,20
3354,3 St & Prospect Park West,40.668132,-73.97363831,149.96732745,31
4010,W 145 St & Amsterdam Ave,40.825244,-73.947257,128.59840164,24
3325,E 95 St & 3 Ave,40.7849032,-73.950503,64.21284126,31
3932,Grand Concourse & E 144 St,40.816576,-73.927987,36.20289466,23
3361,Carroll St & 6 Ave,40.6740886,-73.9787282,80.87609999,23
344,Monroe St & Bedford Ave,40.6851443,-73.95380904,55.40687265,23
531,Forsyth St & Broome St,40.71893904,-73.99266288,40.22491424,60
3551,3 Ave & E 112 St,40.795508,-73.94160600000001,97.55,23
3571,Bedford Ave & Bergen St,40.676368,-73.95291800000001,87.81873915,24
3934,St Nicholas Ave & E 134 St,40.816234,-73.948222,34.95003403,27
4018,Broadway & W 131 St,40.817555,-73.957163,42.9716343,21
3630,Frederick Douglass Blvd & W 115 St,40.8038654,-73.95593079999999,41.0472781,33
396,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392,93.26472879,2
3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,36.26654203,36
3057,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,40.98657178,18
436,Hancock St & Bedford Ave,40.68216564,-73.95399026,64.43264846,27
3100,Nassau Ave & Newell St,40.724812564400175,-73.94752621650694,13.1186,51
304,Broadway & Battery Pl,40.70463334,-74.01361706,16.53124328,33
2009,Catherine St & Monroe St,40.71117444,-73.99682619,13.14582854,35
3874,Menahan St & Seneca Ave,40.704609999999995,-73.91054,112.57,16
397,Fulton St & Clermont Ave,40.68415748,-73.96922273,75.20419999,75
251,Mott St & Prince St,40.72317958,-73.99480012,120.31881193,27
3293,W 92 St & Broadway,40.7921,-73.9739,94.05269408,24
3523,24 Ave & 29 St,40.7729,-73.91614200000001,32.83,25
3146,E 81 St & 3 Ave,40.77573034,-73.9567526,133.06482344,47
3845,Irving Ave & Harman St,40.70108,-73.9179,31.7222,21
3075,Division Ave & Marcy Ave,40.70708701,-73.95796783,50.39209999,33
3399,7 St & 3 Ave,40.67260298150126,-73.98983001708984,59.63904756,24
3067,Broadway & Whipple St,40.7016657,-73.9437303,17.209247100000002,27
3166,Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448,62.05275947,41
4045,West End Ave & W 60 St,40.77237,-73.99005,24.55819999,39
3472,W 15 St & 10 Ave,40.742753828659026,-74.00747358798982,9.40129999,39
3063,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,23.33876049,20
3959,Edgecombe Ave & W 145 St,40.823498,-73.94386,58.65863277,31
3999,Adam Clayton Powell Blvd & W 138 St,40.81695971032464,-73.9422959089279,32.91854999,23
3083,Bushwick Ave & Powers St,40.71247661,-73.94100005,73.45,32
3363,E 102 St & Park Ave,40.7904828,-73.95033068,179.08830964,33
3418,Plaza St West & Flatbush Ave,40.675020700000005,-73.97111473,121.9083,33
3547,Broadway & Moylan Pl,40.8143256,-73.9590255,48.18461871,41
3913,Sands St Gate,40.699569,-73.979827,11.2230130518,19
362,Broadway & W 37 St,40.75172632,-73.98753523,49.07477906,57
3452,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,13.36670092,43
3892,38 Ave & 29 St,40.75473,-73.93366999999999,100.56356624,19
3392,Commerce St & Van Brunt St,40.681211700000006,-74.00860912,5.2859,19
3721,31 St & Newtown Ave,40.7675487799971,-73.92093345522879,63.47795551,35
485,W 37 St & 5 Ave,40.75038009,-73.98338988,73.93844681,40
3477,39 St & 2 Ave,40.65539977447831,-74.0106278657913,10.9495,33
3581,Underhill Ave & Lincoln Pl,40.674012299999994,-73.9671457,140.46225811,27
3933,Gerard Ave & E 146 St,40.817755,-73.92965,20.85082805,19
3311,Columbia St & Kane St,40.68763155,-74.0016256,12.720564300000001,21
3370,E 78 St & 2 Ave,40.7727966,-73.95577801,99.97,25
3755,DeKalb Ave & Franklin Ave,40.69064807082943,-73.95746178925037,53.65929999,19
3394,Columbia St & W 9 St,40.6769993,-74.00647134,31.74,21
3527,5 Ave & E 126 St,40.806979999999996,-73.94174699999999,22.45399999,27
3315,Henry St & Degraw St,40.684751399999996,-73.99917254,32.3873,23
427,Bus Slip & State St,40.701907,-74.013942,8.77274416136,47
3260,Mercer St & Bleecker St,40.72706363348306,-73.99662137031554,34.88217888,45
3402,Court St & State St,40.6902375,-73.99203074,52.92879999,23
3880,Willoughby Ave & Onderdonk Ave,40.7098,-73.91727,67.55980196,27
3069,Lorimer St & Broadway,40.70411791,-73.94818595,11.39371916,29
493,W 45 St & 6 Ave,40.7568001,-73.98291153,59.09784202,34
3819,Green St & McGuinness Blvd,40.733959999999996,-73.95204,55.72,20
3430,Richardson St & N Henry St,40.71907891179564,-73.94223690032959,57.55,25
3829,Central Ave & Decatur St,40.6882,-73.90798000000001,45.9835,24
3573,35 St & 34 Ave,40.7580583,-73.92427509999999,37.23236539,25
3786,Division St & Bowery,40.714193,-73.996732,38.48173395,49
495,W 47 St & 10 Ave,40.76269882,-73.99301222,35.22856537,39
3897,Onderdonk Ave & Dekalb Ave,40.70863,-73.91497,91.25095,17
2000,Front St & Washington St,40.70255088,-73.98940236,14.57559999,57
3302,Columbus Ave & W 103 St,40.7969347,-73.9643412291,112.51928838,22
3833,Madison St & Evergreen Ave,40.69122,-73.91693000000001,78.62,18
3065,Union Ave & Wallabout St,40.70029511,-73.95032283,12.69649454,31
3574,Prospect Pl & Underhill Ave,40.6769694,-73.96579,112.55319999,23
3511,Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423,29.46506163,22
261,Johnson St & Gold St,40.69474881,-73.98362464,44.44184933,41
3697,W 64 St & Thelonious Monk Circle,40.77515953434235,-73.98918695747851,38.83569999,43
3804,Front St & Jay St,40.702461,-73.98684200000001,22.30789999,24
3929,Willis Ave & E 141 St,40.81093,-73.92160600000001,23.2945,19
3846,Central Ave & Himrod St,40.69676,-73.92302,50.47040669,25
3306,10 St & 7 Ave,40.666207799999995,-73.98199886,161.52,23
3734,E 58 St &  1 Ave (NW Corner),40.759125,-73.96265799999999,56.06167113,50
3417,Baltic St & 5 Ave,40.6795766,-73.97854971,40.8297,27
339,Avenue D & E 12 St,40.72580614,-73.97422494,7.62768572,30
3585,Union St & Bedford Ave,40.6691783,-73.9554162,137.8315,24
3570,35 Ave & 37 St,40.7557327,-73.92366109999999,36.25999999,31
3559,21 St & 38 Ave,40.7576314,-73.9391224,13.52999999,19
3931,Morris Ave & E 142 St,40.814469,-73.924963,14.4125,23
245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,43.37985036,23
3839,Putnam Ave & Knickerbocker Ave,40.69545,-73.91164,52.00508395,29
3407,Union St & Nevins St,40.67909799721684,-73.98765474557877,9.4844,23
3553,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,45.80345278,37
3555,28 St & 41 Ave,40.751047,-73.93796999999999,61.13,27
3885,Onderdonk Ave & Gates Ave,40.70413,-73.90737,86.91708881,19
3345,Madison Ave & E 99 St,40.78948541553215,-73.9524292945862,48.71369636,35
228,E 48 St & 3 Ave,40.7546011026,-73.971878855,39.84182204,55
3779,Hart St & Wyckoff Ave,40.704876,-73.919911,49.41336717,24
3930,E 142 St & 3 Ave,40.812734999999996,-73.923697,29.09529501,19
144,Nassau St & Navy St,40.69839895,-73.98068914,10.22462013,58
3503,Madison Ave & E 120 St,40.80295,-73.942954,28.47957644,30
3072,Leonard St & Boerum St,40.70583339,-73.94644578,17.7536274787,24
3928,Adam Clayton Powell Blvd & W 132 St,40.813539,-73.94521,28.12793729,18
3173,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,38.95669999,38
3288,E 88 St & 1 Ave,40.778301,-73.9488134,506.87,39
534,Water - Whitehall Plaza,40.70255065,-74.0127234,5.78651439,31
3610,Vernon Blvd & 30 Rd,40.770845,-73.93417099999999,11.3,27
3851,Metropolitan Ave & Stewart Ave,40.714009999999995,-73.92793,10.76937424,20
3152,3 Ave & E 71 St,40.76873687,-73.96119945,77.15169079,42
3298,Warren St & Court St,40.686371,-73.99383324,81.35,23
332,Cherry St,40.71219906,-73.97948148,18.11690989,36
3542,Amsterdam Ave & W 119 St,40.8086249,-73.9596214,115.52569999,29
3689,W 104 St & Amsterdam Ave,40.79904139288298,-73.96649479866028,103.20952505,47
3637,Fulton St & Waverly Ave,40.68323865460341,-73.96599590778352,76.86089999,31
3461,Murray St & Greenwich St,40.71485150526252,-74.01122331619263,10.4308,33
3358,Garfield Pl & 8 Ave,40.671197799999995,-73.97484126,117.96219999,25
3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,33.581044776300004,36
3496,1 Ave & E 110 St,40.7923272,-73.9383,9.4038,25
4058,Madison Av & E 51 St,40.75863,-73.97513000000001,68.3239,41
3233,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,67.96589999,39
3226,W 82 St & Central Park West,40.78275,-73.97137,97.89249738,45
3783,Cliff St & Fulton St,40.70838,-74.00495,16.86659999,65
3608,5 St & 51 Ave,40.7423737,-73.9566,7.82989999,21
3405,5 St & 6 Ave,40.670483600000004,-73.98208968,105.17,23
3313,6 Ave & 12 St,40.666318100000005,-73.9854617,99.8206,29
3903,Jefferson Ave & Evergreen Ave,40.689890000000005,-73.91458,44.50729999,17
3745,36 Ave & 31 St,40.75651272984955,-73.92957486212252,47.91,27
3095,Graham Ave & Herbert St,40.71929301,-73.94500379,34.17480557,26
3351,E 102 St & 1 Ave,40.7869946,-73.94164802,8.29532321,25
3301,Columbus Ave & W 95 St,40.7919557,-73.968087,116.06423446,39
3535,Mt Morris Park W & W 120 St,40.804038,-73.945925,26.93489999,27
351,Front St & Maiden Ln,40.70530954,-74.00612572,4.3502,39
244,Willoughby Ave & Hall St,40.69196035,-73.96536851,61.63713112,31
3043,Lewis Ave & Decatur St,40.6814598,-73.934903,53.487961399999996,19
3914,West End Ave & W 78 St,40.783786,-73.981687,75.20678948,39
3887,Flushing Ave & Woodward Ave,40.71246,-73.91873000000001,25.6526,21
3866,Wilson Ave & Moffat St,40.68906,-73.90505999999999,54.6474,32
3135,E 75 St & 3 Ave,40.77112927,-73.95772297,91.54,41
376,John St & William St,40.70862144,-74.00722156,25.2335,42
3836,Bushwick Ave & Linden St,40.69146,-73.92146,55.10989999,29
